id,title,genres,original_title,popularity,release_date,budget,revenue,runtime,vote_average,vote_count
157353,Transcendence,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Transcendence,58.991388,2014-04-16,100000000,103039258,119,5.9,2295
331,Jurassic Park III,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Jurassic Park III,1.859364,2001-07-18,93000000,368780809,92,5.7,2077
61791,Rise of the Planet of the Apes,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",Rise of the Planet of the Apes,138.433168,2011-08-03,93000000,482860185,105,7,4347
8204,The Spiderwick Chronicles,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",The Spiderwick Chronicles,21.436682,2008-02-14,90000000,162839667,95,6.3,572
47964,A Good Day to Die Hard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",A Good Day to Die Hard,65.402595,2013-02-06,92000000,304654182,98,5.2,3493
10733,The Alamo,"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",The Alamo,10.660441,2004-04-07,145000000,25819961,137,5.8,106
9806,The Incredibles,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",The Incredibles,77.817571,2004-11-05,92000000,631442092,115,7.4,5152
1408,Cutthroat Island,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",Cutthroat Island,7.029308,1995-12-22,98000000,10017322,119,5.7,136
32657,Percy Jackson & the Olympians: The Lightning Thief,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",Percy Jackson & the Olympians: The Lightning Thief,61.121717,2010-02-01,95000000,226497209,118,6,2010
607,Men in Black,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Men in Black,104.121555,1997-07-02,90000000,589390539,98,6.9,4412
863,Toy Story 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Toy Story 2,73.575118,1999-10-30,90000000,497366869,92,7.3,3806
44048,Unstoppable,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Unstoppable,37.698465,2010-11-04,100000000,167805466,98,6.3,1165
5175,Rush Hour 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Rush Hour 2,35.814765,2001-08-03,90000000,347325802,90,6.4,1054
2655,What Lies Beneath,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",What Lies Beneath,15.835672,2000-07-21,100000000,155464351,130,6.3,488
22794,Cloudy with a Chance of Meatballs,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Cloudy with a Chance of Meatballs,46.781182,2009-09-17,100000000,242988466,90,6.5,1747
8355,Ice Age: Dawn of the Dinosaurs,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",Ice Age: Dawn of the Dinosaurs,69.457898,2009-06-29,90000000,886686817,94,6.5,2271
116745,The Secret Life of Walter Mitty,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",The Secret Life of Walter Mitty,43.348022,2013-12-18,90000000,188133322,114,7,3144
4327,Charlie's Angels,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Charlie's Angels,40.20395,2000-11-02,92000000,264105545,98,5.6,1232
1422,The Departed,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",The Departed,63.429157,2006-10-05,90000000,289847354,151,7.9,4339
10674,Mulan,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",Mulan,67.427755,1998-06-18,90000000,304320254,88,7.6,2008
7446,Tropic Thunder,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Tropic Thunder,43.192048,2008-08-09,92000000,188072649,107,6.5,1667
65754,The Girl with the Dragon Tattoo,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]",The Girl with the Dragon Tattoo,47.651083,2011-12-14,90000000,232617430,158,7.2,2434
1572,Die Hard: With a Vengeance,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Die Hard: With a Vengeance,51.881077,1995-05-19,90000000,366101666,128,6.9,2066
10528,Sherlock Holmes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",Sherlock Holmes,57.834787,2009-12-23,90000000,524028679,128,7,5766
271969,Ben-Hur,"[{""id"": 18, ""name"": ""Drama""}]",Ben-Hur,29.608322,2016-08-17,100000000,94061311,125,5.3,621
10865,Atlantis: The Lost Empire,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Atlantis: The Lost Empire,51.548589,2001-06-02,120000000,186053725,95,6.7,1224
258509,Alvin and the Chipmunks: The Road Chip,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Alvin and the Chipmunks: The Road Chip,27.867368,2015-12-17,0,233755553,92,5.8,428
2253,Valkyrie,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",Valkyrie,38.832842,2008-12-25,75000000,200276000,121,6.7,1173
10661,You Don't Mess with the Zohan,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",You Don't Mess with the Zohan,40.597344,2008-06-05,90000000,201596308,113,5.5,1048
257344,Pixels,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Pixels,140.849495,2015-07-16,88000000,243637091,105,5.6,2513
644,A.I. Artificial Intelligence,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",A.I. Artificial Intelligence,34.035114,2001-06-29,100000000,235926552,146,6.8,1974
10756,The Haunted Mansion,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",The Haunted Mansion,16.302378,2003-11-25,90000000,182290266,99,5.2,466
686,Contact,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",Contact,55.249434,1997-07-11,90000000,171120329,150,7.2,1308
9383,Hollow Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Hollow Man,28.200874,2000-08-04,95000000,190213455,112,5.6,634
179,The Interpreter,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",The Interpreter,18.69984,2005-04-08,80000000,162944923,128,6.2,392
76285,Percy Jackson: Sea of Monsters,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",Percy Jackson: Sea of Monsters,40.262261,2013-08-07,90000000,174578751,106,5.9,1648
1996,Lara Croft Tomb Raider: The Cradle of Life,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",Lara Croft Tomb Raider: The Cradle of Life,56.811056,2003-07-21,95000000,156505388,117,5.5,1418
291805,Now You See Me 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Now You See Me 2,51.535701,2016-06-02,90000000,334901337,129,6.7,3235
10003,The Saint,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",The Saint,20.913852,1997-04-03,68000000,118063304,116,5.9,302
1535,Spy Game,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Spy Game,27.166757,2001-11-18,92000000,143049560,126,6.8,579
2067,Mission to Mars,"[{""id"": 878, ""name"": ""Science Fiction""}]",Mission to Mars,16.058284,2000-03-10,90000000,60874615,114,5.7,369
46195,Rio,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Rio,46.200042,2011-04-03,90000000,484635760,96,6.5,2166
2277,Bicentennial Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Bicentennial Man,24.939295,1999-12-17,100000000,93700000,131,6.9,963
10357,Volcano,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Volcano,19.836124,1997-04-25,90000000,0,104,5.2,376
4477,The Devil's Own,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",The Devil's Own,15.350451,1997-03-12,90000000,140807547,107,5.9,290
8665,K-19: The Widowmaker,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",K-19: The Widowmaker,15.625949,2002-07-19,100000000,35168966,138,6.1,264
9387,Conan the Barbarian,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",Conan the Barbarian,31.802807,1982-04-02,20000000,79114085,129,6.6,650
921,Cinderella Man,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",Cinderella Man,24.100863,2005-06-02,88000000,108539911,144,7.3,616
49852,The Nutcracker: The Untold Story,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",The Nutcracker: The Untold Story,3.593349,2010-11-24,90000000,16178959,110,5.4,50
4464,Seabiscuit,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",Seabiscuit,14.824166,2003-07-22,87000000,148336445,141,6.7,216
664,Twister,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",Twister,32.079995,1996-05-10,92000000,494471524,113,6.1,950
8358,Cast Away,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",Cast Away,57.739713,2000-12-22,90000000,429632142,143,7.5,3218
9836,Happy Feet,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",Happy Feet,37.272385,2006-11-16,100000000,384335608,108,5.9,1410
2502,The Bourne Supremacy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Bourne Supremacy,53.213931,2004-07-23,75000000,288500217,108,7.2,2825
9772,Air Force One,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Air Force One,36.38795,1997-07-25,85000000,315156409,124,6.2,840
161,Ocean's Eleven,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",Ocean's Eleven,60.929352,2001-12-07,85000000,450717150,116,7.2,3783
52451,The Three Musketeers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",The Three Musketeers,36.605246,2011-08-31,75000000,132274484,110,5.6,924
76492,Hotel Transylvania,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",Hotel Transylvania,56.257411,2012-09-20,85000000,358375603,91,6.8,2566
4523,Enchanted,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",Enchanted,29.21998,2007-11-20,85000000,340487652,107,6.6,1449
59961,Safe House,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Safe House,34.773106,2012-02-09,85000000,208076205,115,6.3,1345
10481,102 Dalmatians,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",102 Dalmatians,9.895061,2000-10-07,85000000,183611771,100,5.1,313
59108,Tower Heist,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Tower Heist,36.743324,2011-11-02,75000000,152930623,104,5.8,932
1581,The Holiday,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",The Holiday,44.967453,2006-12-08,85000000,194168700,136,6.7,1225
9798,Enemy of the State,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Enemy of the State,41.207568,1998-11-20,90000000,250649836,132,6.7,1240
22897,It's Complicated,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",It's Complicated,16.479851,2009-12-23,85000000,219103655,121,6.2,360
298,Ocean's Thirteen,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Ocean's Thirteen,42.069993,2007-06-07,85000000,311312624,122,6.5,1999
7484,Open Season,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Open Season,26.61951,2006-09-29,85000000,197309027,83,6.1,656
157350,Divergent,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",Divergent,80.316463,2014-03-14,85000000,288747895,139,6.9,4663
853,Enemy at the Gates,"[{""id"": 10752, ""name"": ""War""}]",Enemy at the Gates,41.273567,2001-03-13,68000000,96976270,131,7.2,999
10159,The Rundown,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",The Rundown,24.107835,2003-09-26,85000000,80916492,104,6.4,514
9593,Last Action Hero,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Last Action Hero,32.044191,1993-06-18,85000000,137298489,130,6.1,712
1904,Memoirs of a Geisha,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",Memoirs of a Geisha,16.595874,2005-12-06,85000000,162242962,145,7.3,652
9615,The Fast and the Furious: Tokyo Drift,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Fast and the Furious: Tokyo Drift,8.282876,2006-06-03,85000000,158468292,104,6.1,1705
51052,Arthur Christmas,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",Arthur Christmas,19.83683,2011-02-22,0,0,97,6.7,333
297,Meet Joe Black,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Meet Joe Black,36.069611,1998-11-12,90000000,142940100,178,6.9,1147
9884,Collateral Damage,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",Collateral Damage,18.827753,2002-02-06,85000000,78382433,108,5.5,427
16858,All That Jazz,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",All That Jazz,5.159407,1979-12-20,0,37823676,123,7.3,85
62764,Mirror Mirror,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",Mirror Mirror,48.126297,2012-03-15,85000000,183018522,106,5.5,1114
22538,Scott Pilgrim vs. the World,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",Scott Pilgrim vs. the World,38.885195,2010-07-27,60000000,47664559,112,7.2,2126
9341,The Core,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",The Core,29.211255,2003-03-28,60000000,74208267,136,5.4,516
12107,Nutty Professor II: The Klumps,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",Nutty Professor II: The Klumps,17.783361,2000-07-27,84000000,123307945,106,4.7,332
9637,Scooby-Doo,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",Scooby-Doo,31.435539,2002-06-14,84000000,275650703,88,5.4,820
49049,Dredd,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",Dredd,57.673932,2012-09-07,50000000,41037742,95,6.6,1940
9339,Click,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",Click,41.176631,2006-06-22,82500000,237681299,107,6,2104
16281,Creepshow,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",Creepshow,13.661289,1982-11-12,8000000,21028755,120,6.7,226
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Cats & Dogs 2 : The Revenge of Kitty Galore,11.77398,2010-07-30,85000000,112483764,82,4.9,119
8247,Jumper,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Jumper,21.218,2008-02-10,85000000,222231186,88,5.9,1799
11253,Hellboy II: The Golden Army,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Hellboy II: The Golden Army,58.57976,2008-07-11,85000000,160388063,120,6.5,1527
1949,Zodiac,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Zodiac,51.970905,2007-03-02,65000000,84785914,157,7.3,2023
8452,The 6th Day,"[{""id"": 878, ""name"": ""Science Fiction""}]",The 6th Day,18.447479,2000-11-17,82000000,96085477,123,5.7,595
310,Bruce Almighty,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",Bruce Almighty,109.684788,2003-05-23,80000000,484572835,101,6.4,3012
27578,The Expendables,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",The Expendables,77.580661,2010-08-03,80000000,274470394,103,6,2926
954,Mission: Impossible,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Mission: Impossible,75.290998,1996-05-22,80000000,457696359,110,6.7,2631
70160,The Hunger Games,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",The Hunger Games,68.550698,2012-03-12,75000000,691210692,142,6.9,9455
45243,The Hangover Part II,"[{""id"": 35, ""name"": ""Comedy""}]",The Hangover Part II,58.040149,2011-05-25,80000000,254455986,102,6.2,3739
364,Batman Returns,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",Batman Returns,59.113174,1992-06-19,80000000,280000000,126,6.6,1673
7518,Over the Hedge,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Over the Hedge,36.32705,2006-04-22,80000000,343397247,83,6.3,1074
11544,Lilo & Stitch,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Lilo & Stitch,55.659988,2002-06-21,80000000,145771527,85,7.1,1314
9986,Charlotte's Web,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",Charlotte's Web,14.132583,2006-12-15,85000000,144000000,97,5.8,288
8656,Deep Impact,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Deep Impact,34.070054,1998-05-08,75000000,140464664,120,5.9,855
146216,RED 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",RED 2,44.34333,2013-07-18,84000000,0,116,6.4,1526
9291,The Longest Yard,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",The Longest Yard,26.065735,2005-05-19,82000000,190320568,113,6.2,785
55301,Alvin and the Chipmunks: Chipwrecked,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 16, ""name"": ""Animation""}]",Alvin and the Chipmunks: Chipwrecked,23.473004,2011-12-14,75000000,342695435,87,5.4,484
109418,Grown Ups 2,"[{""id"": 35, ""name"": ""Comedy""}]",Grown Ups 2,45.589568,2013-07-11,80000000,246984278,100,5.8,1155
11665,Get Smart,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",Get Smart,23.496054,2008-06-19,80000000,230685453,110,6,1051
6964,Something's Gotta Give,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Something's Gotta Give,16.939441,2003-12-12,80000000,266728738,128,6.3,410
11324,Shutter Island,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Shutter Island,81.914696,2010-02-18,80000000,294804195,138,7.8,6336
12193,Four Christmases,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",Four Christmases,19.500893,2008-11-26,80000000,163733697,88,5.3,331
9928,Robots,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",Robots,29.558157,2005-03-10,75000000,260696994,91,6,1333
754,Face/Off,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Face/Off,46.075037,1997-06-27,80000000,245676146,138,6.8,1583
10202,Bedtime Stories,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",Bedtime Stories,23.531721,2008-12-24,80000000,212874442,99,5.9,901
4147,Road to Perdition,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",Road to Perdition,49.078546,2002-07-12,80000000,181001478,117,7.3,1077
50546,Just Go with It,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",Just Go with It,37.02665,2011-02-10,80000000,214918407,117,6.3,1543
1701,Con Air,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",Con Air,45.154631,1997-06-01,75000000,224012234,115,6.5,1270
13027,Eagle Eye,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",Eagle Eye,46.887983,2008-09-25,80000000,178066569,118,6.3,1018
2289,Cold Mountain,"[{""id"": 18, ""name"": ""Drama""}]",Cold Mountain,24.598479,2003-12-24,79000000,173013509,154,6.7,533
20504,The Book of Eli,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",The Book of Eli,32.363538,2010-01-14,80000000,157107755,118,6.6,2164
